,Title,ID,positive,negative,result_category
345,Jagten,ieLIOBkMgAQ,0.7373737373737373,0.2626262626262626,Good
346,The Proposal,dbYST9QhCYY,0.7435897435897436,0.2564102564102564,Average
347,Get Hard,l5lojEIitNw,0.68,0.32,Average
348,Just Go with It,fpj7i2CPt8M,0.72,0.28,Average
349,Revolutionary Road,WGS9M6uiOW4,0.6262626262626263,0.3737373737373737,Good
350,The Town,uAjECYnrYks,0.84,0.16,Good
351,Denial,yH7ktvUWaYo,0.62,0.38,Average
352,Goosebumps,7Cn716jv61s,0.3737373737373737,0.6262626262626263,Average
353,Sherlock Holmes: A Game of Shadows,DpxtbtnC1u8,0.6767676767676768,0.3232323232323232,Good
354,Salt,QZ40WlshNwU,0.5757575757575758,0.4242424242424242,Average
355,Enemy,FJuaAWrgoUY,0.6,0.4,Average
356,District 9,DyLUwOcR5pk,0.5858585858585859,0.4141414141414141,Good
357,The Other Guys,D6WOoUG1eNo,0.67,0.33,Average
358,American Gangster,BV_nssS6Zkg,0.6382978723404256,0.3617021276595745,Good
359,Marie Antoinette,yBWyKRoh98U,0.55,0.45,Average
360,2012,ce0N3TEcFw0,0.6262626262626263,0.3737373737373737,Average
361,Harry Potter and the Half-Blood Prince,tAiy66Xrsz4,0.78125,0.21875,Good
362,Argo,T29kIOXpj6o,0.6376811594202898,0.3623188405797101,Good
363,Eddie the Eagle,hyzQjVUmIxk,0.69,0.31,Good
364,The Lives of Others,n3_iLOp6IhM,0.7857142857142857,0.2142857142857142,Good
365,Forgetting Sarah Marshall,K4xD8ZMdJms,0.5816326530612245,0.4183673469387755,Good
366,The Giver,uxFJvlWqphM,0.42,0.58,Average
367,Triple 9,JzUtr5sjRvU,0.6,0.4,Average
368,Moonrise Kingdom,7N8wkVA4_8s,0.6565656565656566,0.3434343434343434,Good
369,Hairspray,SUoG7mqCixI,0.6767676767676768,0.3232323232323232,Average
370,Safe Haven,p4vhm3_-3VM,0.58,0.42,Average
371,Focus,MxCRgtdAuBo,0.55,0.45,Average
372,Stake Land,xN6_TlQmV5A,0.5492957746478874,0.4507042253521127,Average
373,The Book of Eli,zSMHmtaoXtI,0.6914893617021277,0.3085106382978723,Average
374,Cloverfield,_afPFLvh2qg,0.7319587628865979,0.268041237113402,Average
375,Point Break,ZgHPumVN4Fo,0.725,0.275,Average
376,Under the Skin,J7bAZCOk0Sc,0.58,0.42,Average
377,I Am Legend,dtKMEAXyPkg,0.6938775510204082,0.3061224489795918,Good
378,Super 8,Yo4d8uHsxXw,0.8717948717948718,0.1282051282051282,Good
379,Law Abiding Citizen,LX6kVRsdXW4,0.6464646464646465,0.3535353535353535,Good
380,Maze Runner: The Scorch Trials,SDofO3P2HpE,0.6451612903225806,0.3548387096774194,Average
381,Carol,679wr31SXWk,0.5918367346938775,0.4081632653061224,Good
382,Youth,-T7CM4di_0c,0.6530612244897959,0.3469387755102041,Good
383,Savages,jDZSt_MhU4Q,0.5,0.5,Average
384,(500) Days of Summer,PsD0NpFSADM,0.65,0.35,Good
385,Movie 43,A9fBCkwDW8c,0.55,0.45,Bad
386,Gravity,OiTiKOy59o4,0.6020408163265306,0.3979591836734694,Good
387,The Boy in the Striped Pyjamas,9ypMp0s5Hiw,0.711340206185567,0.2886597938144329,Good
388,The Happening,HAQVYYqj3Ro,0.660377358490566,0.3396226415094339,Bad
389,Bone Tomahawk,0ZbwtHi-KSE,0.5858585858585859,0.4141414141414141,Good
390,Easy A,KNbPnqyvItk,0.76,0.24,Good
391,Exodus: Gods and Kings,t-8YsulfxVI,0.5463917525773195,0.4536082474226804,Average
392,Chappie,lyy7y0QOK-0,0.5729166666666666,0.4270833333333333,Average
393,Half of a Yellow Sun,bq9jI1QnEXU,0.625,0.375,Average
394,Anthropoid,blAKCJcXC5c,0.52,0.48,Good
395,The Counselor,H-BWSrFqjMA,0.3333333333333333,0.6666666666666666,Average
396,Viking,dJ32LuLIKc8,0.6976744186046512,0.3023255813953488,Bad
397,Trust,cFYaADDJI6g,0.7474747474747475,0.2525252525252525,Average
398,Birth of the Dragon,SL7OfxJo2oA,0.4646464646464646,0.5353535353535354,Bad
399,The Green Inferno,FcpYPu9M3bw,0.4444444444444444,0.5555555555555556,Average
400,The Bourne Legacy,jSzy9qQ3mDE,0.66,0.34,Average
401,A Good Year,bKKrLj5ZHiM,0.7384615384615385,0.2615384615384615,Average
402,Friend Request,nDNgs0dgjj4,0.5353535353535354,0.4646464646464646,Average
403,Lucy,bN7ksFEVO9U,0.5,0.5,Average
404,A Quiet Passion,eKJpx8FYp54,0.6621621621621622,0.3378378378378378,Good
405,Need for Speed,u3wtVI-aJuw,0.4897959183673469,0.5102040816326531,Average
406,Jack Reacher,Q-oxhxD32MM,0.5876288659793815,0.4123711340206185,Average
407,The Do-Over,lZ1fKYmF4qU,0.660377358490566,0.3396226415094339,Average
408,The Ghost Writer,L_AerBW0EcI,0.63,0.37,Good
409,Limitless,4TLppsfzQH8,0.67,0.33,Good
410,Midnight Special,oVgxxdu-gJc,0.7422680412371134,0.2577319587628865,Average
411,Don't Think Twice,rzbJXNiEdEg,0.7142857142857143,0.2857142857142857,Average
412,Alice in Wonderland,pMiCJefpn9Q,0.5463917525773195,0.4536082474226804,Average
413,Chuck,0AQXwOOqNNw,0.6666666666666666,0.3333333333333333,Average
414,The Break-Up,guRKt55XOfU,0.64,0.36,Average
415,Fantastic Four,_rRoD28-WgU,0.6428571428571429,0.3571428571428571,Bad
416,The Boy Next Door,MgbBwovOOoc,0.6565656565656566,0.3434343434343434,Bad
417,The Gift,IjF5wdY8zE0,0.51,0.49,Good
418,Dracula Untold,_2aWqecTTuE,0.5858585858585859,0.4141414141414141,Average
419,In the Heart of the Sea,K-H35Mpj4uk,0.54,0.46,Average
420,Idiocracy,6lai9QhBibk,0.8529411764705882,0.1470588235294117,Average
421,The Expendables,8KtYRALe-xo,0.63,0.37,Average
422,Evil Dead,BqQNO7BzN08,0.6,0.4,Average
423,Sinister,_kbQAJR9YWQ,0.52,0.48,Average
424,Snow White and the Huntsman,tCFq6gOXDqY,0.675,0.325,Average
425,Pan,tjW1mKwNUSo,0.6938775510204082,0.3061224489795918,Average
426,Juno,K0SKf0K3bxg,0.65,0.35,Good
427,A Hologram for the King,H0n9_8JKtkI,0.5714285714285714,0.4285714285714285,Average
428,Money Monster,qr_nGAbFkmk,0.4141414141414141,0.5858585858585859,Average
429,The Other Woman,BlHMHLuJWbo,0.5154639175257731,0.4845360824742268,Average
430,The Intern,ZU3Xban0Y6A,0.64,0.36,Good
431,Little Miss Sunshine,bQ7BZTMLImA,0.8,0.2,Good
432,Bleed for This,zQ6ny-fROX8,0.6391752577319587,0.3608247422680412,Average
433,Clash of the Titans,z7cEL6n24d4,0.609375,0.390625,Average
434,The Finest Hours,BQmllwTKtqU,0.56,0.44,Average
435,Tron,L9szn1QQfas,0.71,0.29,Average
436,The Hunger Games: Catching Fire,EAzGXqJSDJ8,0.6363636363636364,0.3636363636363636,Good
437,All Good Things,Ca6hW4J7Jeo,0.8,0.2,Average
438,Kickboxer: Vengeance,0BeJu-0Msik,0.4285714285714285,0.5714285714285714,Bad
439,Sex Tape,sxl4aOyHSwo,0.5151515151515151,0.4848484848484848,Average
440,What to Expect When You're Expecting,_8Um0DEEjkM,0.6610169491525424,0.3389830508474576,Average
441,Moneyball,-4QPVo0UIzc,0.7070707070707071,0.2929292929292929,Good
442,Ghost Rider,nu6R7ypaz5g,0.5595238095238095,0.4404761904761904,Average
443,Unbroken,XrjJbl7kRrI,0.62,0.38,Good
444,Immortals,pE3yR8bZ1pY,0.5612244897959183,0.4387755102040816,Average
445,Sunshine,h9CgwOifQzo,0.5,0.5,Good
446,Brave,AtrDBQ_qmlg,0.6363636363636364,0.3636363636363636,Good
447,Män som hatar kvinnor,fU1d1vPaOkY,0.5,0.5,Good
448,Adoration,73tacUcYIzw,0.7142857142857143,0.2857142857142857,Average
449,The Drop,k8upwtn9A30,0.6571428571428571,0.3428571428571428,Good
450,She's the Man,jf67WlthWXk,0.7291666666666666,0.2708333333333333,Average
451,Daddy's Home,arhMMJx7tCU,0.57,0.43,Average
452,Let Me In,x3guLR8aBpU,0.5757575757575758,0.4242424242424242,Good
453,Never Back Down,2tc-RPjZRm8,0.6565656565656566,0.3434343434343434,Average
454,Grimsby,_YtclB_02wA,0.5050505050505051,0.494949494949495,Average
455,Moon,WWoDBcSW4_c,0.68,0.32,Good
456,Gangster Squad,LlbN5cQKZik,0.62,0.38,Average
457,Blood Father,YR5O562cn0c,0.6020408163265306,0.3979591836734694,Average
458,The Rise of the Krays,7ChEerbVbcE,0.3838383838383838,0.6161616161616161,Average
459,Horrible Bosses,VpUeQV8sdOc,0.6,0.4,Average
460,Hellboy II: The Golden Army,HMWQEi8vvto,0.66,0.34,Average
461,Beautiful Creatures,b2IVUIZX-Ws,0.6052631578947368,0.3947368421052631,Average
462,The Lovely Bones,s9PrQmcV81Y,0.67,0.33,Average
463,The Assassination of Jesse James by the Coward Robert Ford,6RwAWZtK5Uw,0.8080808080808081,0.1919191919191919,Good
464,Don Jon,zAE6YFikffs,0.5,0.5,Average
465,Bastille Day,tO7fJBipjT8,0.5714285714285714,0.4285714285714285,Average
466,2307: Winter's Dream,iLW1vpPESQk,1.0,0.0,Bad
467,Mr. Right,2TatqilQ8rI,0.57,0.43,Average
468,The Secret Life of Walter Mitty,QD6cy4PBQPI,0.7272727272727273,0.2727272727272727,Good
469,Dope,3ViVPRWRRmk,0.5714285714285714,0.4285714285714285,Good
470,Underworld Awakening,tUcrbUCWKQc,0.64,0.36,Average
471,Antichrist,8lnzoZBC3ug,0.3333333333333333,0.6666666666666666,Average
472,Friday the 13th,sAzkW7HFh5U,0.5692307692307692,0.4307692307692308,Average
473,Taken 3,JuU0M2xBasc,0.6666666666666666,0.3333333333333333,Average
474,Total Recall,GljhR5rk5eY,0.5050505050505051,0.494949494949495,Average
475,X-Men: The Last Stand,ZQ0v5dXbw7M,0.7681159420289855,0.2318840579710145,Average
476,Night at the Museum: Secret of the Tomb,KMKk7Dn__-Y,0.5773195876288659,0.422680412371134,Average
477,Love & Other Drugs,h6w7Dh-QxzY,0.6666666666666666,0.3333333333333333,Average
478,The Interview,BObCk4wKLn0,0.4875,0.5125,Average
479,Knocked Up,cv01Mcdf8rI,0.58,0.42,Average
480,Source Code,NkTrG-gpIzE,0.6666666666666666,0.3333333333333333,Good
481,Lawless,rcnkarT81L4,0.8181818181818182,0.1818181818181818,Good
482,Unfriended,Lgj4GjqCFlY,0.4897959183673469,0.5102040816326531,Average
483,American Reunion,OXeWfALLxss,0.6363636363636364,0.3636363636363636,Average
484,The Pursuit of Happyness,DMOBlEcRuw8,0.8061224489795918,0.1938775510204081,Good
485,Relatos salvajes,Utq0aDEp084,0.8571428571428571,0.1428571428571428,Good
486,Frantz,oop8_CgSgmo,0.8888888888888888,0.1111111111111111,Good
487,Burnt,QsyzkkI_g14,0.57,0.43,Average
488,Vampire Academy,E1ERrnYunBg,0.5656565656565656,0.4343434343434343,Average
489,Sweeney Todd: The Demon Barber of Fleet Street,acHBq_oZm-8,0.8061224489795918,0.1938775510204081,Good
490,Insidious,zuZnRUcoWos,0.5714285714285714,0.4285714285714285,Average
491,Popstar: Never Stop Never Stopping,Q9RoNzJrmDo,0.5918367346938775,0.4081632653061224,Average
492,Public Enemies,pv0DMzFwEW4,0.66,0.34,Average
493,Boyhood,Y0oX0xiwOv8,0.5959595959595959,0.404040404040404,Good
494,Eastern Promises,ifilHp3_dWQ,0.7307692307692307,0.2692307692307692,Good
495,The Daughter,5X2aYYDlVSU,0.6666666666666666,0.3333333333333333,Average
496,Pineapple Express,BWZt4v6b1hI,0.5959595959595959,0.404040404040404,Average
497,The First Time,Pa5963ftpDc,0.8888888888888888,0.1111111111111111,Average
498,Gone Baby Gone,Wzh4Q88sthY,0.7777777777777778,0.2222222222222222,Good
499,The Heat,1O3iRdiplB0,0.64,0.36,Average
500,L'avenir,DtD9Gqy79vE,0.0,1.0,Good
501,Anna Karenina,Z-nyXX5zOLg,0.5051546391752577,0.4948453608247423,Average
502,Regression,-pBwIsVGaL4,0.5353535353535354,0.4646464646464646,Average
503,Ted 2,S3AVcCggRnU,0.7,0.3,Average
504,Pain & Gain,X4orHp2y2ZQ,0.59,0.41,Average
505,Blood Diamond,yknIZsvQjG4,0.7525773195876289,0.2474226804123711,Good
506,Child 44,Uia6y9SRsj4,0.4408602150537634,0.5591397849462365,Average
507,The Hurt Locker,AIbFvqFYRT4,0.6808510638297872,0.3191489361702128,Good
508,Green Lantern,7-GO9fo9DtM,0.54,0.46,Average
509,The Mist,LhCKXJNGzN8,0.5454545454545454,0.4545454545454545,Good
510,Escape Plan,etWeYkQ_KLw,0.803030303030303,0.1969696969696969,Average
511,"Love, Rosie",5zL3YJKygd4,0.61,0.39,Good
512,The DUFF,ci7eKlNRiuw,0.4848484848484848,0.5151515151515151,Average
513,The Age of Shadows,zoYsQcGV4b4,0.7395833333333334,0.2604166666666667,Good
514,The Hunger Games: Mockingjay - Part 1,3PkkHsuMrho,0.5612244897959183,0.4387755102040816,Average
515,We Need to Talk About Kevin,SfQaRK3BCYU,0.5858585858585859,0.4141414141414141,Good
516,Love & Friendship,8MaSK3POHI0,0.5979381443298969,0.4020618556701031,Average
517,The Mortal Instruments: City of Bones,GHlwRsl2uFk,0.74,0.26,Average
518,Seven Pounds,zdMpeO5G4OQ,0.7916666666666666,0.2083333333333333,Good
519,The King's Speech,EcxBrTvLbBM,0.6836734693877551,0.3163265306122449,Good
520,Hunger,h61PbLOmyY0,0.46875,0.53125,Good
521,Jumper,DtacNQkFHvo,0.6938775510204082,0.3061224489795918,Average
522,Tinker Tailor Soldier Spy,VW-F1H-Nonk,0.73,0.27,Good
523,Resident Evil: Retribution,hoyMT-7wEqs,0.7551020408163265,0.2448979591836734,Average
524,Dear Zindagi,5DkO7ksXY8E,0.9072164948453608,0.0927835051546391,Good
525,Pompeii,t6TRwfxDICM,0.4285714285714285,0.5714285714285714,Average
526,Life of Pi,3mMN693-F3U,0.6565656565656566,0.3434343434343434,Good
527,I Origins,Mk4briOLrTQ,0.52,0.48,Good
528,Live Free or Die Hard,8Jz-8UcCiws,0.62,0.38,Good
529,Ted,9fbo_pQvU7M,0.64,0.36,Average
530,RED,lwjn6sLl4U8,0.8461538461538461,0.1538461538461538,Good
531,Australia,M_PMKB5T4n4,0.0,1.0,Average
532,Faster,XDBeFAlgjio,0.5670103092783505,0.4329896907216495,Average
533,The Hollars,gDm-hMnvB44,0.67,0.33,Average
534,The Judge,ZBvK6ni97W8,0.6565656565656566,0.3434343434343434,Good
535,Closed Circuit,ktiMVKeA9QM,0.57,0.43,Average
536,La tortue rouge,4yNKialC5fc,0.75,0.25,Good
537,The Heartbreak Kid,ON1-SohDqDg,0.5555555555555556,0.4444444444444444,Average
538,Entourage,SGSE_XPF4_g,0.59,0.41,Average
539,The Strangers,BbqELQHpmQM,0.72,0.28,Average
540,Noah,fdu10cX3pWA,0.3838383838383838,0.6161616161616161,Average
541,Neighbors,KrAf5ALLxGI,0.6122448979591837,0.3877551020408163,Average
542,Wild,tn2-GSqPyl0,0.5656565656565656,0.4343434343434343,Good
543,Grown Ups,e01NVCveGkg,0.5959595959595959,0.404040404040404,Average
544,Blair Witch,girSv9UH_V8,0.5656565656565656,0.4343434343434343,Average
545,The Karate Kid,r_8Rw16uscg,0.6956521739130435,0.3043478260869565,Average
546,Dark Shadows,N6tVdffCr_M,0.63,0.37,Average
547,Friends with Benefits,VzXg-Vr1sMA,0.6597938144329897,0.3402061855670103,Average
548,The Illusionist,i0xO64icGSY,0.7340425531914894,0.2659574468085106,Good
549,The A-Team,exyzEFrmLuM,0.6701030927835051,0.3298969072164948,Average
550,Paul,BJxlNYb8sJQ,0.7553191489361702,0.2446808510638297,Average
551,The Da Vinci Code,5sU9MT8829k,0.6170212765957447,0.3829787234042553,Average
552,True Grit,CUiCu-zuAgM,0.58,0.42,Good
553,We Are Your Friends,gZzAeYWXFpk,0.6363636363636364,0.3636363636363636,Average
554,A Million Ways to Die in the West,2sOa-2EhbTU,0.66,0.34,Average
555,Ouija: Origin of Evil,MJIcZGEjjwo,0.4141414141414141,0.5858585858585859,Average
556,Oculus,dYJrxezWLUk,0.56,0.44,Average
557,In Bruges,96harmMOyiY,0.5714285714285714,0.4285714285714285,Good
558,This Means War,iYkbJMX0d_w,0.5652173913043478,0.4347826086956521,Average
559,The Fighter,LRIZ4mCi5Ps,0.5918367346938775,0.4081632653061224,Good
560,August Rush,zhpwjrbeoJQ,0.8282828282828283,0.1717171717171717,Good
561,Chef,FF_rYNupPwg,0.6020408163265306,0.3979591836734694,Good
562,Eye in the Sky,hOqeoj669xg,0.52,0.48,Good
563,Eagle Eye,kU44N6MKG9Q,0.8,0.2,Average
564,The Purge,K0LLaybEuzA,0.57,0.43,Average
565,Indiana Jones and the Kingdom of the Crystal Skull,kTJy1rFBtVw,0.6415094339622641,0.3584905660377358,Average
566,Paper Towns,rFGiHm5WMLk,0.6391752577319587,0.3608247422680412,Average
567,High-Rise,LKPghZ5cc_E,0.65,0.35,Average
568,Quantum of Solace,mkLcEGMkGMs,0.8333333333333334,0.1666666666666666,Average
569,Lady in the Water,pKR1mfrfGAo,0.7142857142857143,0.2857142857142857,Average
570,The Fountain,m8IlyFCbNZg,0.7244897959183674,0.2755102040816326,Good
571,Unknown,vSXUgkCjdBM,0.61,0.39,Average
572,Self/less,3agaVwt0tb8,0.5204081632653061,0.4795918367346938,Average
573,Mr. Brooks,hXfbVIFc6t4,0.5858585858585859,0.4141414141414141,Good
574,Before We Go,vNzaiGzPoUg,0.6122448979591837,0.3877551020408163,Average
575,Captain Phillips,GEyM01dAxp8,0.4791666666666667,0.5208333333333334,Good
576,Hancock,6iFcGNOWnA8,0.7906976744186046,0.2093023255813953,Average
577,Sisters,vRnhEjP3R-c,0.65625,0.34375,Average
578,The Family,-SwDU04Oeak,0.6979166666666666,0.3020833333333333,Average
579,Zack and Miri Make a Porno,hzxhbxXmbq4,0.8571428571428571,0.1428571428571428,Average
580,Ma vie de Courgette,4d9N5Y_sN8Q,0.6521739130434783,0.3478260869565217,Good
581,Man on a Ledge,sBJSfqdhyTg,0.4343434343434343,0.5656565656565656,Average
582,No Strings Attached,XGmsRMvQ2AM,0.7391304347826086,0.2608695652173913,Average
583,Rescue Dawn,UNm9Tzo5rvI,0.6565656565656566,0.3434343434343434,Good
584,A Walk Among the Tombstones,aTKBowDjMQg,0.6020408163265306,0.3979591836734694,Average
585,The World's End,n__1Y-N5tQk,0.74,0.26,Average
586,Seven Psychopaths,jsHR77oQKEY,0.5876288659793815,0.4123711340206185,Good
587,Beowulf,DLukQJO5SH8,0.6041666666666666,0.3958333333333333,Average
588,Jack Ryan: Shadow Recruit,K9KAnx4EvaE,0.5353535353535354,0.4646464646464646,Average
589,1408,WIASqPZqnhs,0.6666666666666666,0.3333333333333333,Average
590,The Gambler,7CFBu0EommA,0.6,0.4,Average
591,Prince of Persia: The Sands of Time,bZ7Li5w2I-k,0.5252525252525253,0.4747474747474747,Average
592,The Spectacular Now,XDTBLSkUmYk,0.65,0.35,Good
593,A United Kingdom,LKPDNKdpys8,0.7407407407407407,0.2592592592592592,Average
594,Turbo Kid,AFlZ6pVtnv0,0.7373737373737373,0.2626262626262626,Average
595,Mama,1lNyP7w3CuQ,0.7157894736842105,0.2842105263157894,Average
596,Orphan,_uX6of3vBu0,0.6907216494845361,0.3092783505154639,Average
597,To Rome with Love,ft__aQSrHqE,0.5151515151515151,0.4848484848484848,Average
598,Inside Man,FSH-dbbiroI,0.6530612244897959,0.3469387755102041,Good
599,127 Hours,OlhLOWTnVoQ,0.53,0.47,Good
600,Annabelle,paFgQNPGlsg,0.6262626262626263,0.3737373737373737,Average
601,The Imaginarium of Doctor Parnassus,Iqe85ffv9-w,0.55,0.45,Average
602,Christine,ieBmy6qjiCI,0.5789473684210527,0.4210526315789473,Average
603,Disaster Movie,tihG_2BSUqg,0.4747474747474747,0.5252525252525253,Bad
604,Rocky Balboa,8tab8fK2_3w,0.7319587628865979,0.268041237113402,Good
605,Jane Eyre,8IFsdfk3mlk,0.64,0.36,Good
606,Fool's Gold,EElmapouc0c,0.5087719298245614,0.4912280701754385,Average
607,The Dictator,cYplvwBvGA4,0.6632653061224489,0.336734693877551,Average
608,The Loft,1bJZYqGfYGE,0.5656565656565656,0.4343434343434343,Average
609,You Don't Mess with the Zohan,ucmnTmYpGhI,0.6875,0.3125,Average
610,Horrible Bosses 2,utriEZFno0E,0.53,0.47,Average
611,A Bigger Splash,eBpvKfMWB-o,0.7391304347826086,0.2608695652173913,Average
612,Melancholia,JCUdy1nUqrg,0.7692307692307693,0.2307692307692307,Good
613,Unstoppable,fyuoIqeL-bc,0.6666666666666666,0.3333333333333333,Average
614,Flight,WmjawuFvDu4,0.59,0.41,Good
615,La migliore offerta,zJGleGyahC8,0.69,0.31,Good
616,42,I9RHqdZDCF0,0.62,0.38,Good
617,21,oqkdB7It5Go,0.8,0.2,Average
618,Begin Again,uTRCxOE7Xzc,0.5204081632653061,0.4795918367346938,Good
619,Out of the Furnace,Gw0qH34cbRE,0.6701030927835051,0.3298969072164948,Average
620,Vicky Cristina Barcelona,B-RdUcXAKiw,0.53,0.47,Good
621,Barbershop: The Next Cut,l2vPDGStL4k,0.5454545454545454,0.4545454545454545,Average
622,Terminator Salvation,-Czz-TcWCkA,0.67,0.33,Average
623,Freedom Writers,miz1V13QWsU,0.7938144329896907,0.2061855670103092,Good
624,The Hills Have Eyes,CUQd9OB75dw,0.6326530612244898,0.3673469387755102,Average
625,Changeling,IF5hwg4FNEU,0.8,0.2,Good
626,Remember Me,iFFas72-dTY,0.67,0.33,Good
627,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",jF5JFoGIE5U,0.5151515151515151,0.4848484848484848,Average
628,Locke,TsBDYAYnQb0,0.5357142857142857,0.4642857142857143,Good
629,Horns,B8s_1UcdoNI,0.4948453608247423,0.5051546391752577,Average
630,Indignation,ELKsrUssyQE,0.7373737373737373,0.2626262626262626,Average
631,The Stanford Prison Experiment,7LviGTHud5w,0.6060606060606061,0.3939393939393939,Average
632,Diary of a Wimpy Kid: Rodrick Rules,16u7oeK0O90,0.6288659793814433,0.3711340206185567,Average
633,En man som heter Ove,dPoaN2XROk8,0.8059701492537313,0.1940298507462686,Good
634,Dragonball Evolution,T4_wHfz2qUA,0.4444444444444444,0.5555555555555556,Bad
635,Red Dawn,HZJMZapC8NQ,0.5882352941176471,0.4117647058823529,Average
636,One Day,zVuuooZqVaU,0.78,0.22,Average
637,Life as We Know It,mqzjDrrZIdE,0.58,0.42,Average
638,28 Weeks Later,ljqY7qrnycw,0.5476190476190477,0.4523809523809524,Average
639,Warm Bodies,_TDYhTNpUzo,0.7380952380952381,0.2619047619047619,Average
640,Blue Jasmine,KK7_xLxf4o0,0.7647058823529411,0.2352941176470588,Good
641,Shin Gojira,3qX1ZU3jcfU,0.6,0.4,Average
